"bldgKey","officialName","primaryDisplay","assetNumber","facilitiesCode","ucdhsBldgNum","location","affiliation","category","primaryUse","address","city","county","state","zip","countryCode","addressCode","latitude","longitude","occupied","onOffCampus","cefaName","cefaFireResistConsTypCd","planning","condition","defaultOMPElig","ompEligMethod","ownership","floors","height","footprint","perimeter","basicGross","cuGross","circulation","custodial","mechanical","parking","toilet","nasf","asf","spaceCount","netUsable","structural","outsideGross","relatedGross","maintainedGross","janitorized","constructed","renovated","vacated","demolished","ompEligSummary"
"DV-01-000453","Chemistry","Chemistry","3961","C098",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","141 Physical Sciences Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53871,-121.75148,"1966-01-01","ON-CAMPUS","CHEM","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,39,41000,NA,130149,2465,26587,343,11820,0,2169,40919,77865,187,118784,11365,132614,131382,131382,118784,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000457","Center for Health & Environment Feed Mix","Center for Health & Environment Feed Mix","4084","H216",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1312 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.51879,-121.7564,"1966-01-01","ON-CAMPUS","FEEDMIX","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,12,2290,NA,2290,0,0,0,0,0,0,0,2082,5,2082,208,2290,2290,2290,2082,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000458","Center for Health & Environment Clinical Medicine","Center for Health & Environment Clinical Medicine","4085","H215",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1306 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.51883,-121.75663,"1966-01-01","ON-CAMPUS","CLN MED","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,12,3871,NA,3683,188,538,32,180,0,176,926,2546,12,3472,211,3871,3777,3777,3472,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000459","Temporary Building 127","Temporary Building 127","4093","H211",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","579 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52028,-121.75626,"1966-01-01","ON-CAMPUS","TB 127","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,16,952,NA,952,0,34,0,0,0,165,199,637,2,836,116,952,952,952,836,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000460","Temporary Building 128","Temporary Building 128","4094","H210",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","OFF - Academic / Administrative Office","573 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52035,-121.75607,"1966-01-01","ON-CAMPUS","TB 128","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,16,952,NA,956,0,0,0,0,0,0,0,845,6,845,111,956,956,956,845,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000461","Temporary Building 129","Temporary Building 129","4095","H209",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","567 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52022,-121.7559,"1966-01-01","ON-CAMPUS","TB 129","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,16,952,NA,963,0,0,0,0,0,0,0,876,3,876,87,963,963,963,876,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000462","Roy Bainer Hall","Bainer Hall","4004","E009",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","222 Physical Sciences Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5372,-121.75325,"1966-01-01","ON-CAMPUS","BAINER","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,46,96000,NA,163665,3187,27973,129,8421,0,1950,38473,122872,322,161345,2320,166852,165259,165259,161345,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000484","Calf Barn","Calf Barn","4077","H206",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","537 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52056,-121.75504,"1966-01-01","ON-CAMPUS","CALF BARN","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,12,2656,NA,1840,816,0,0,0,0,0,0,1633,21,1633,207,2656,2248,2248,1633,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000487","Temporary Building 131","Temporary Building 131","4144","Q038",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","757 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52989,-121.79084,"1966-01-01","ON-CAMPUS","TB 131","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,12,952,NA,952,0,0,0,0,0,0,0,900,3,900,52,952,952,952,900,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000488","Temporary Building 132","Temporary Building 132","4146","S004",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","SPC - Special Use","4295 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.5396,-121.80735,"1966-01-01","ON-CAMPUS","TB 132","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,13,980,NA,980,0,0,0,0,0,0,0,900,2,900,80,980,980,980,900,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000489","Temporary Building 133","Temporary Building 133","4147","S005",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","SPC - Special Use","4291 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.5395,-121.80749,"1966-01-01","ON-CAMPUS","TB 133","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,13,980,NA,980,0,0,0,0,0,0,0,900,2,900,80,980,980,980,900,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000491","Filter Shed 1","Filter Shed 1","4149","F122",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","1045 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53951,-121.7622,"1966-01-01","ON-CAMPUS","FILTER SH 1","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1152,NA,1152,0,0,0,1036,0,0,1036,0,0,1036,116,1152,1152,1152,1036,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000492","Filter Shed 2","Filter Shed 2","4149A","F150",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","925 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53992,-121.76116,"1966-01-01","ON-CAMPUS","FILTER SH 2","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,150,NA,150,0,0,0,145,0,0,145,0,0,145,5,150,150,150,145,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000493","Recreation Pool Bath House","Recreation Pool Bath House","4150","F121",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","955 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54018,-121.76159,"1966-01-01","ON-CAMPUS","BATH HOUSE","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,5760,NA,3328,2432,306,0,0,0,0,306,2706,14,3012,316,5760,4544,4544,3012,"1966-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
"DV-01-000510","Bee Biology","Bee Biology","4141","P003",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","2960 Bee Biology Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5367,-121.78906,"1967-01-01","ON-CAMPUS","BEEBIO","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,21,7300,NA,7629,31,855,0,63,0,145,1063,5868,20,6931,698,7660,7645,7645,6931,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000513","California Raptor Museum","California Raptor Museum","4171","H238",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","GEN - General Academic / Administrative Use","1346 Equine Lane","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.51803,-121.75232,"1967-01-01","ON-CAMPUS","CA RPTR MUSM","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,360,NA,360,0,0,0,0,0,0,0,322,1,322,38,360,360,360,322,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000514","Surge 2","Surge 2","4165","E066",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","520 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53868,-121.75474,"1967-01-01","ON-CAMPUS","SURGE 2","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,12,13465,NA,13342,0,246,48,83,0,347,724,11837,34,12561,781,13342,13342,13342,12561,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000515","Recreation Pool Snack Bar","Recreation Pool Snack Bar","4152","F123",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","1035 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1967-01-01","ON-CAMPUS","SNACK BAR","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,20,1024,NA,640,384,384,0,0,0,0,384,545,3,929,-289,1024,832,832,929,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
"DV-01-000516","Aquatic Weed Greenhouse #1","Aquatic Weed Greenhouse #1","4157","N020",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","2735 Levee Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52431,-121.7848,"1967-01-01","ON-CAMPUS","AQ WEED GH 1","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","X100 - OMP 100% Other Funding","NX - Not Owned, Other Charge",1,NA,1225,NA,1225,0,0,0,0,0,0,0,1131,1,1131,94,1225,1225,1225,1131,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000531","Temporary Building 143","Temporary Building 143","4196","S010",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","4275 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53914,-121.80736,"1967-01-01","ON-CAMPUS","TB 143","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,10,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000532","Temporary Building 144","Temporary Building 144","4197","S011",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4267 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53903,-121.80749,"1967-01-01","ON-CAMPUS","TB 144","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000533","Temporary Building 145","Temporary Building 145","4198","S012",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4261 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53893,-121.80749,"1967-01-01","ON-CAMPUS","TB 145","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000534","Temporary Building 146","Temporary Building 146","4199","S013",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4255 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53882,-121.80736,"1967-01-01","ON-CAMPUS","TB 146","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000536","Tercero Community","Tercero Community","4023","E015",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","620 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53619,-121.7575,"1967-01-01","ON-CAMPUS","TEC COMMUNIT","2 - Heavy Timber","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,42,28727,NA,58059,2388,7927,0,733,0,674,9334,44070,78,53404,4655,60447,59253,59253,53404,"1967-01-01","2006-01-15",NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000537","Tercero Mechanical","Tercero Mechanical","4024","E016",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","290 Dairy Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53619,-121.75808,"1967-01-01","ON-CAMPUS","TEC MECHANIC","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1650,NA,1742,0,0,0,1567,0,0,1567,0,0,1567,175,1742,1742,1742,1567,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000538","Tercero Equipment","Tercero Equipment","4025","E017",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","280 Dairy Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53641,-121.75853,"1967-01-01","ON-CAMPUS","TEC EQUIPT","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,325,NA,325,0,0,0,0,0,0,0,253,1,253,72,325,325,325,253,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000552","Wyatt Snack Bar","Wyatt Snack Bar","4096","C067",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","153 Arboretum Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5382,-121.7471,"1967-01-01","ON-CAMPUS","WYATT SNACK","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,19,612,NA,180,414,0,0,0,0,0,0,183,3,183,-3,594,387,387,183,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000553","Wyatt Restrooms","Wyatt Restrooms","4097","C068",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","147 Arboretum Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53836,-121.74699,"1967-01-01","ON-CAMPUS","WYATT RR","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,250,NA,250,0,0,0,0,0,240,240,0,0,240,10,250,250,250,240,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000557","Leukemia Lab","Leukemia Lab","4078","H208",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","543 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52027,-121.75549,"1967-01-01","ON-CAMPUS","LEUKEMIA LAB","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,19,3900,NA,3660,240,850,12,220,0,216,1298,2486,24,3784,-124,3900,3780,3780,3784,"1967-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000558","Tracey I. Storer Hall","Storer Hall","4073","D038",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","475 Storer Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54083,-121.7546,"1968-01-01","ON-CAMPUS","STORER","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",7,92,13000,NA,91104,0,17096,258,7519,0,2698,27571,52064,178,79635,11469,91104,91104,91104,79635,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000561","Temporary Building 140","Temporary Building 140","4167","F038",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","307 Orchard Park Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54281,-121.76433,"1968-01-01","ON-CAMPUS","TB 140","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,10,952,NA,951,0,26,0,0,0,20,46,811,4,857,94,951,951,951,857,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000562","Temporary Building 141","Temporary Building 141","4168","S007",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","4287 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53939,-121.80749,"1968-01-01","ON-CAMPUS","TB 141","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000563","Temporary Building 142","Temporary Building 142","4169","S008",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","4281 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53929,-121.80736,"1968-01-01","ON-CAMPUS","TB 142","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,952,NA,952,0,64,0,0,0,0,64,850,3,914,38,952,952,952,914,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000580","Facilities Receiving","Facilities Receiving","4215","C080",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","430 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5352,-121.75052,"1968-01-01","ON-CAMPUS","FAC RECVG","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,13,3840,NA,4056,917,64,0,0,0,0,64,3755,6,3819,237,4973,4515,4515,3819,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000581","Cat Shelter","Cat Shelter","4216","H220",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","555 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52061,-121.75553,"1968-01-01","ON-CAMPUS","CAT SHELTER","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,960,NA,960,0,0,0,0,0,0,0,900,1,900,60,960,960,960,900,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000592","Cruess Annex","Cruess Annex","4230","D057",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","494 Regan Hall Circle","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54305,-121.75476,"1968-01-01","ON-CAMPUS","CRUESS ANNEX","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,10,1245,NA,1188,57,0,0,0,0,0,0,998,5,998,190,1245,1217,1217,998,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000603","Animal Building","Animal Building","4241","D058",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","468 Storer Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54007,-121.75378,"1968-01-01","ON-CAMPUS","ANI BLDG","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,11,3562,NA,3562,0,0,0,148,0,0,148,2877,25,3025,537,3562,3562,3562,3025,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000605","Aquatic Weed Headhouse","Aquatic Weed Headhouse","4248","N021",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","2705 Levee Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52431,-121.78455,"1968-01-01","ON-CAMPUS","AQ WEED HDHS","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","X100 - OMP 100% Other Funding","NX - Not Owned, Other Charge",1,NA,1340,NA,1340,0,0,0,0,0,0,0,1254,1,1254,86,1340,1340,1340,1254,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000606","Recreation Pool Lodge","Recreation Pool Lodge","4250","F124",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","1025 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54037,-121.76214,"1968-01-01","ON-CAMPUS","REC LODGE","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,35,6870,NA,5541,5508,118,27,153,0,178,476,4162,13,4638,903,11049,8295,8295,4638,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
