"","Official.Name","Display.Name","System.Name","Asset.Number","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address.Code","Floors","Height","Footprint","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN.x","CHW.Metered","Steam.Metered","Floor.Plans.PDF","CAAN.y","Utility","Var","WebUrl"
"1210","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","AnnualUsage","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQeHrIG44xgg8TpoRkMiZQNwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8QU5OVUFMVVNBR0U"
"1211","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","kWh","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQakd4nX_JvwgKETG97sx5zQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8S1dI"
"1212","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Rollover Count Month","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQhQ35wIe2zQswlu4D-QT3zQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgTU9OVEg"
"1213","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Rollover Count Year","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQ75Gy3jgWOgkaILTnc5_VEgVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgWUVBUg"
"1214","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Annual Cost","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQ-PEL4_VElQoDe1HwWyptnQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8QU5OVUFMIENPU1Q"
"1215","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Prefix kWh","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQaC57Zq6c8QIMX5LL9l2vwQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8UFJFRklYIEtXSA"
"1216","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Prefix kW","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQwnY_s8TbBwE8ENVVk4UjPAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8UFJFRklYIEtX"
"1217","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","Sq Ft.","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQexG5Y3ZNXwkDSQ0IoN2-uwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8U1EgRlQu"
"1218","Primate Childhood Health & Disease Facility","Primate Childhood Health & Disease Facility","PRIM CH HLTH","4874","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,3476,0,315,0,111,0,162,588,2434,9,3022,454,3476,3476,3476,3022,2008,"2009-01-30T08:00:00Z",NA,NA,NA,2700000,2105192,2540690,NA,81,"Laboratory",2434,"VICE CHANCELLOR- RESEARCH","No",10,"No","Circulation",315,"CALIF NATIONAL PRIMATE RESEARCH CTR","4874","No","No","4874","4874","Electricity","kW","A0EbgZy4oKQ9kiBiZJTW7eugw0DaWTnMD1kuxKtEO1SLmPQAVn0bZ1zdAwUIYgrBsrMKAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgQ0hJTERIT09EIEhFQUxUSCAmIERJU0VBU0UgRkFDSUxJVFlcRUxFQ1RSSUNJVFl8S1c"
"1219","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Rollover Check","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiANp_LZ7temlQ-5yZc4VF2ogVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ0hFQ0s"
"1220","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","kWh","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAAcZNwOygj1InBBTvsklXeAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8S1dI"
"1221","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Rollover Count Month","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiA7ozMnRTf_VEdg8tRpYHZeAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgTU9OVEg"
"1222","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Data Start","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiA3mM1W9zYdVQgWt7wt7-BlAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8REFUQSBTVEFSVA"
"1223","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Demand_kBtu","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAgpW-Wou4S1oPoDRQLTwjogVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8REVNQU5EX0tCVFU"
"1224","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","AnnualUsage","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAE_v9Rh1YslU-s6E2bqN-ggVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8QU5OVUFMVVNBR0U"
"1225","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Electricity_EUI","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAf6AuBhBd_1kDBXHiFHIvvAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8RUxFQ1RSSUNJVFlfRVVJ"
"1226","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Prefix kWh","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAA69OOz31wVghSreZqtiBdAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8UFJFRklYIEtXSA"
"1227","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Rollover","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiA1XxtXMf2rFkv468qdIrttQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8Uk9MTE9WRVI"
"1228","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","kWh Cost","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAkYRYowlyeFk_hoVkUQIKOwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8S1dIIENPU1Q"
"1229","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","kW","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAatjBMA4aRFY5NK15Wk_inQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8S1c"
"1230","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Rollover Count Year","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAhBCHg6t_ClM3NZG1Lxr7pwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgWUVBUg"
"1231","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Electricity Last Month Usage","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiASF3SUceZq18kCHKio83pFQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8RUxFQ1RSSUNJVFkgTEFTVCBNT05USCBVU0FHRQ"
"1232","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Sq Ft.","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAEJCMPuUkb1MuXCha_FiQDgVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8U1EgRlQu"
"1233","Primate Respiratory Disease Center","Primate Respiratory Disease Center","PRIM RES DIS","4923","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","COUNTY ROAD 98",1,0,0,21390,3191,2633,150,2635,0,506,5924,13541,36,19465,1925,24581,22986,22986,19465,2014,"2014-08-05T07:00:00Z",NA,NA,NA,0,79781,14186974,"2013-03-28T07:00:00Z",NA,"Laboratory",NA,NA,"No",NA,"No",NA,NA,NA,"4923","No","No","4923","0","Electricity","Prefix kW","A0EbgZy4oKQ9kiBiZJTW7eugwu7ejE-Bq5hGcP_RciafIiAqfcK7leyN1sRBfAHzwANiQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXFBSSU1BVEUgUkVTUElSQVRPUlkgRElTRUFTRSBDRU5URVJcRUxFQ1RSSUNJVFl8UFJFRklYIEtX"
